score	text
325	What is Pac Man's favorite piece of cookware? A wok a wok a wok a wok a wok a wok a wok
324	Bobby was introduced to Terry and said "Terry is a girl's name!" Terry then proceeded to stab Bobby in the chest. Bobby died of dissin' Terry.
324	You may not believe that blackface happened in Canadian Politics... It's Trudeau.
324	Which President is the least guilty? Lincoln. He's in a cent
324	Got my mom in Home Depot yesterday... "Wow, this gigantic bag of potting soil is only $3!" "Yeah, it is dirt cheap."
323	We all know the show was called Spongebob Squarepants But the star was Patrick
323	What Donald Ducks drug of choice? Quack cocain
323	Which days of the week are the strongest? Saturday and Sunday. The rest are all weekdays.
322	How do you think the unthinkable? With an itheberg
322	My wife told me that I have a dad bod I disagree. I clearly have a father figure
322	TIL my grandpa sold fake fertilizer to farmers in the 50's He always used to say he was in the shampoo business.
321	"This is your captain speaking" "AND THIS IS YOUR CAPTAIN SHOUTING."
321	Why can't Kylie Jenner see her dad? Because he's transparent
321	Dadjoked my car today. It told me one of the doors was ajar. And I was like "No, I'm pretty sure that's a door."
320	I dated a girl with a lazy eye once Turns out she was seeing someone on the side
320	Did you hear about the guy who lost his left arm and left leg in an accident? He's all right now
320	Light travels faster than sound. This is why some people appear bright until you hear them speak.
319	What do I know about dwarves? Very little.
319	My wife asked if I felt like vietnamese for dinner Pho sure
318	All my friends claim that I'm the cheapest person they have ever met. I'm not buying it.
318	I made a website for orphans It doesn't have a home page
318	"Doctor, I can't feel my legs..." Doctor: "I know. We amputated your arms."
318	The Royal Norwegian Navy decided to put bar codes on all of their ships. Now they can Scandinavian.
318	Wife: Why are teapots so expensive? Me: BECAUSE THEY MAKE YOU POUR!!!!
317	How do gamers like to shower? with Steam
317	My vegetarian daughter said that butchers are gross... But I told her that people who sell fruit and vegetables are grocer
317	Did you hear about the man who was shot by a starting gun? They believe it was race related.
317	Every time my dad reverses the car... "Ahhh....this takes me back..." Every. time.
317	Did you hear about the Latino boy whose father works happily on a military vessel? He has a feliz navy dad.
316	Which American president is least guilty.. Lincoln - He's in a cent
316	My son was doing his homework, when he asked me, "Dad, what's the chemical formula for water?" I said, "HIJKLMNO." He asked, "What're you talking about?!" I responded, "Well, it's H to O!"
316	California has the highest number of men who feel depressed because of their wives cheating on them It's a sad state of affairs
316	Got a pen from Starbucks but it only writes in Javascript
316	So my mom was mailing out a $150 cheque for a wedding gift... Mom: "This cheque is too big to fit in the envelope" Dad: "Why don't you just make it out for $100 then?"
315	What do you call a line of blonde people? A barbie queue
315	Did you hear about the French chef who committed suicide? Apparently he'd just completely lost the huile d'olive.
315	My neighbor is obsessed with navy destroyers He warships them
314	When I was at the pool yesterday, I began peeing in the deep end The lifeguard blew his whistle so hard I almost fell in
314	My wife asked me whether I want to watch Dr. Strange on Netflix. I told her no. I had Stranger Things to watch.
314	My dad the chemist Text message transcript follows Me: Running a little late, I'll be there in 10 minutes. Dad: potassium
314	Got my boyfriend the other day I asked him if we could make plans on his day off. He said it depends on the catch up he has. I asked him, what if it's heinz?
314	My dad's friend is a cop... The cop told my dad to take a nap, my dad said "No" and the cop told him that he was "resisting a rest".
313	Why wasn't Barbie ever able to get pregnant? Ken always came in another box
313	Went to a zoo that only had one animal in it, and it was a dog. It was a pretty Shih Tzu
313	Everyone is so surprised after getting hit by a calculator... ... I guess they weren't counting on it
313	What would the world be like without left-handed people? Eh, it would be all right.
312	Quick reference for Star Wars: Chewie is short for Chewbacca, Ben Kenobi is short for Obi-Wan Kenobi... ...and Luke Skywalker is short for a storm trooper
312	What do Spanish people call musical chairs? Desperate-seato
312	Why can't you trust a train? Because it has loco motives
311	They're building a mirror factory in my town. I could definitely see myself working there.
311	A dad joke is a dad joke. Unless it's corny. Then it's popcorn.
311	My office space is a cubicle, president of the United States has an oval. Someone has been cutting corners.
311	I just got back from a Transformers convention And boy are my arms tires.
311	What's a mathematician's favourite sitcom? Sinefeld
310	What Do You Call A Cheap Circumcision? A Rip-Off
310	My friend is trying to convince me to invest in his sword making business. He makes some very good points.
310	After letting out a trumpet of a fart my toddler stopped, gasped and said, "did you just hear that elephant?" She's going too be a great dad someday.
310	I think my wife wants me to cover myself in oil. I vaguely overheard her going on and on about how I never glisten.
310	Did you hear about the scarecrow that got promoted? He was outstanding in his field.
309	My wife hated my impulse purchase of a new revolving chair. But then she sat on it. Eventually she came around.
309	I'm not addicted to cocaine. I just like the way it smells.
308	I told my girlfriend she drew her eyebrows too high She seemed surprised
308	Finding your lost luggage at the airport should be easy. However, sadly that's not the case.
308	I am really embarrassed that I forgot to bring sunscreen to the beach. Boy, is my face red!
308	Socialist jokes are not funny, Unless everybody gets them.
308	How many Dads does it take to change a light bulb? None, that's what kids are for
308	"Hey, did you hear about Apple's next iPhone?" "Yeah, isn't it going to be the 6S?" "Yup! Apple is hoping that it will be a huge.... 6S." :D
307	I want a brain transplant Change my mind
307	If a woman with big breasts works at Hooters, where does someone with one leg work? IHOP
307	Jeff, a semicolon, and an Oxford Comma goes to a bar... Both of them had a great time.
307	Why don't pencils win races? Because they're stationary.
307	Me: Having trouble making your mind up? Dad: Well, yes and no.
306	Which side of the chicken has more feathers? The outside.
306	I hate it when my wife says "Are you listening to me?!" Such a random way to start a conversation.
306	For his birthday, I bought my friend a "I am A Nudist" t-shirt. I haven't seen him wear it yet.
306	My prosthetic limbs business has taken off and we made our first shipment abroad. I am now an international arms dealer.
306	One of my dad's favorite facts... Did you know there are people dying today who have never died before?
305	Who is CRISPR's favorite actor? Gene Hackman
305	I'm so hungry I could eat my watch. But that would be time consuming.
305	Sex is like a card game if you don't have a good partner, you better have a good hand
